Probeset	Label	NCBIGeneID	GeneSymbol
ENSG00000161813	LARP4	113251	LARP4
ENSG00000066084	DIP2B	57609	DIP2B
ENSG00000123268	ATF1	466	ATF1
ENSG00000185432	METTL7A	25840	METTL7A
ENSG00000110911	SLC11A2	4891	SLC11A2
ENSG00000050426	LETMD1	25875	LETMD1
ENSG00000110925	CSRNP2	81566	CSRNP2
ENSG00000135457	TFCP2	7024	TFCP2
ENSG00000278126	RP11-454E5.4		RP11-454E5.4
ENSG00000183283	DAZAP2	9802	DAZAP2
ENSG00000170545	SMAGP	57228	SMAGP
ENSG00000110934	BIN2	51411	BIN2
ENSG00000139629	GALNT6	11226	GALNT6
ENSG00000050438	SLC4A8	9498	SLC4A8
ENSG00000257851	HNRNPA3P10	100421413	HNRNPA3P10
ENSG00000139567	ACVRL1	94	ACVRL1
ENSG00000135503	ACVR1B	91	ACVR1B
ENSG00000123358	NR4A1	3164	NR4A1
ENSG00000170421	KRT8	3856	KRT8
ENSG00000111057	KRT18	3875	KRT18
ENSG00000063046	EIF4B	1975	EIF4B
ENSG00000257475	RP11-983P16.2		RP11-983P16.2
ENSG00000257337	RP11-983P16.4		RP11-983P16.4
ENSG00000111077	TNS2	23371	TNS2
ENSG00000167778	SPRYD3	84926	SPRYD3
ENSG00000167779	IGFBP6	3489	IGFBP6
ENSG00000139631	CSAD	51380	CSAD
ENSG00000139651	ZNF740	283337	ZNF740
ENSG00000139626	ITGB7	3695	ITGB7
ENSG00000182544	MFSD5	84975	MFSD5
ENSG00000123349	PFDN5	5204	PFDN5
ENSG00000257605	RP11-680A11.5		RP11-680A11.5
ENSG00000139637	C12orf10	60314	C12orf10
ENSG00000094914	AAAS	8086	AAAS
ENSG00000185591	SP1	6667	SP1
ENSG00000280756	Metazoa_SRP		Metazoa_SRP
ENSG00000205352	PRR13	54458	PRR13
ENSG00000197111	PCBP2	5094	PCBP2
ENSG00000139625	MAP3K12	7786	MAP3K12
ENSG00000170653	ATF7	11016	ATF7
ENSG00000135390	ATP5G2	517	ATP5G2
ENSG00000012822	CALCOCO1	57658	CALCOCO1
ENSG00000197757	HOXC6	3223	HOXC6
ENSG00000123415	SMUG1	23583	SMUG1
ENSG00000250742	RP11-834C11.4		RP11-834C11.4
ENSG00000094916	CBX5	23468	CBX5
ENSG00000135486	HNRNPA1	3178	HNRNPA1
ENSG00000111481	COPZ1	22818	COPZ1
ENSG00000264028	RN7SL744P		RN7SL744P
ENSG00000161642	ZNF385A	25946	ZNF385A
ENSG00000161638	ITGA5	3678	ITGA5
ENSG00000123338	NCKAP1L	3071	NCKAP1L
ENSG00000123360	PDE1B	5153	PDE1B
ENSG00000135447	PPP1R1A	5502	PPP1R1A
ENSG00000170439	METTL7B	196410	METTL7B
ENSG00000135424	ITGA7	3679	ITGA7
ENSG00000258311	RP11-644F5.10		RP11-644F5.10
ENSG00000135441	BLOC1S1	2647	BLOC1S1
ENSG00000135437	RDH5	5959	RDH5
ENSG00000135404	CD63	967	CD63
ENSG00000258045	Metazoa_SRP		Metazoa_SRP
ENSG00000135414	GDF11	10220	GDF11
ENSG00000205323	SARNP	84324	SARNP
ENSG00000257509	RP11-762I7.4		RP11-762I7.4
ENSG00000123353	ORMDL2	29095	ORMDL2
ENSG00000135392	DNAJC14	85406	DNAJC14
ENSG00000182796	TMEM198B	440104	TMEM198B
ENSG00000257966	OLA1P3	101060020	OLA1P3
ENSG00000170473	PYM1		PYM1
ENSG00000065357	DGKA	1606	DGKA
ENSG00000185664	PMEL	6490	PMEL
ENSG00000123374	CDK2	1017	CDK2
ENSG00000111540	RAB5B	5869	RAB5B
ENSG00000139531	SUOX	6821	SUOX
ENSG00000123411	IKZF4	64375	IKZF4
ENSG00000197728	RPS26	6231	RPS26
ENSG00000065361	ERBB3	2065	ERBB3
ENSG00000257411	RP11-603J24.9		RP11-603J24.9
ENSG00000170515	PA2G4	5036	PA2G4
ENSG00000229117	RPL41	6171	RPL41
ENSG00000139641	ESYT1	23344	ESYT1
ENSG00000196465	MYL6B	140465	MYL6B
ENSG00000092841	MYL6	4637	MYL6
ENSG00000139613	SMARCC2	6601	SMARCC2
ENSG00000181852	RNF41	10193	RNF41
ENSG00000139579	NABP2	79035	NABP2
ENSG00000139540	SLC39A5	283375	SLC39A5
ENSG00000139645	ANKRD52	283373	ANKRD52
ENSG00000135469	COQ10A	93058	COQ10A
ENSG00000062485	CS	1431	CS
ENSG00000257303	RP11-977G19.11		RP11-977G19.11
ENSG00000257727	CNPY2	10330	CNPY2
ENSG00000135473	PAN2	9924	PAN2
ENSG00000170581	STAT2	6773	STAT2
ENSG00000111602	TIMELESS	8914	TIMELESS
ENSG00000176422	SPRYD4	283377	SPRYD4
ENSG00000076067	RBMS2	5939	RBMS2
ENSG00000076108	BAZ2A	11176	BAZ2A
ENSG00000110955	ATP5B	506	ATP5B
ENSG00000110958	PTGES3	10728	PTGES3
ENSG00000196531	NACA	4666	NACA
ENSG00000166860	ZBTB39	9880	ZBTB39
ENSG00000166866	MYO1A	4640	MYO1A
ENSG00000166881	NEMP1		NEMP1
ENSG00000166888	STAT6	6778	STAT6
ENSG00000123384	LRP1	4035	LRP1
ENSG00000182199	SHMT2	6472	SHMT2
ENSG00000185633	NDUFA4L2	56901	NDUFA4L2
ENSG00000179912	R3HDM2	22864	R3HDM2
ENSG00000123329	ARHGAP9	64333	ARHGAP9
ENSG00000166986	MARS	4141	MARS
ENSG00000175197	DDIT3	1649	DDIT3
ENSG00000166987	MBD6	114785	MBD6
ENSG00000175203	DCTN2	10540	DCTN2
ENSG00000166908	PIP4K2C	79837	PIP4K2C
ENSG00000178498	DTX3	196403	DTX3
ENSG00000240771	ARHGEF25	115557	ARHGEF25
ENSG00000135506	OS9	10956	OS9
ENSG00000257342	RP11-571M6.7		RP11-571M6.7
ENSG00000135452	TSPAN31	6302	TSPAN31
ENSG00000135446	CDK4	1019	CDK4
ENSG00000139266	MARCH9	92979	MARCH9
ENSG00000123297	TSFM	10102	TSFM
ENSG00000135407	AVIL	10677	AVIL
ENSG00000175215	CTDSP2	10106	CTDSP2
ENSG00000139263	LRIG3	121227	LRIG3
ENSG00000118596	SLC16A7	9194	SLC16A7
ENSG00000198673	FAM19A2	338811	FAM19A2
ENSG00000135655	USP15	9958	USP15
ENSG00000275881	Metazoa_SRP		Metazoa_SRP
ENSG00000061987	MON2	23041	MON2
ENSG00000257354	RP11-631N16.2		RP11-631N16.2
ENSG00000118600	TMEM5	10329	TMEM5
ENSG00000196935	SRGAP1	57522	SRGAP1
ENSG00000184575	XPOT	11260	XPOT
ENSG00000183735	TBK1	29110	TBK1
ENSG00000153179	RASSF3	283349	RASSF3
ENSG00000225195	RP11-338E21.2		RP11-338E21.2
ENSG00000256314	RP11-338E21.3		RP11-338E21.3
ENSG00000135677	GNS	2799	GNS
ENSG00000111490	TBC1D30	23329	TBC1D30
ENSG00000174106	LEMD3	23592	LEMD3
ENSG00000174099	MSRB3	253827	MSRB3
ENSG00000250280	RP11-305O6.3		RP11-305O6.3
ENSG00000149948	HMGA2	8091	HMGA2
ENSG00000197301	RP11-366L20.2		RP11-366L20.2
ENSG00000139233	LLPH	84298	LLPH
ENSG00000228144	RP11-745O10.4		RP11-745O10.4
ENSG00000155957	TMBIM4	51643	TMBIM4
ENSG00000090376	IRAK3	11213	IRAK3
ENSG00000222744	RN7SKP166		RN7SKP166
ENSG00000127311	HELB	92797	HELB
ENSG00000155974	GRIP1	23426	GRIP1
ENSG00000111530	CAND1	55832	CAND1
ENSG00000127334	DYRK2	8445	DYRK2
ENSG00000235872	RP11-335O4.3		RP11-335O4.3
ENSG00000111554	MDM1	56890	MDM1
ENSG00000251301	RP11-81H14.2		RP11-81H14.2
ENSG00000273824	RP11-81H14.1		RP11-81H14.1
ENSG00000127314	RAP1B	5908	RAP1B
ENSG00000234040	RP11-254B13.4		RP11-254B13.4
ENSG00000234925	ATP5HP4	246723	ATP5HP4
ENSG00000111581	NUP107	57122	NUP107
ENSG00000175782	SLC35E3	55508	SLC35E3
ENSG00000135679	MDM2	4193	MDM2
ENSG00000256325	RP11-611O2.1		RP11-611O2.1
ENSG00000135678	CPM	1368	CPM
ENSG00000111605	CPSF6	11052	CPSF6
ENSG00000274979	RP11-1143G9.5		RP11-1143G9.5
ENSG00000090382	LYZ	4069	LYZ
ENSG00000127337	YEATS4	8089	YEATS4
ENSG00000166225	FRS2	10818	FRS2
ENSG00000166226	CCT2	10576	CCT2
ENSG00000127328	RAB3IP	117177	RAB3IP
ENSG00000166268	MYRFL	196446	MYRFL
ENSG00000111596	CNOT2	4848	CNOT2
ENSG00000279530	AC092881.1		AC092881.1
ENSG00000258168	RP11-588H23.3		RP11-588H23.3
ENSG00000127329	PTPRB	5787	PTPRB
ENSG00000153233	PTPRR	5801	PTPRR
ENSG00000127324	TSPAN8	7103	TSPAN8
ENSG00000139292	LGR5	8549	LGR5
ENSG00000133858	ZFC3H1	196441	ZFC3H1
ENSG00000139291	TMEM19	55266	TMEM19
ENSG00000080371	RAB21	23011	RAB21
ENSG00000121749	TBC1D15	64786	TBC1D15
ENSG00000072657	TRHDE	29953	TRHDE
ENSG00000258123	RP11-314D7.2		RP11-314D7.2
ENSG00000253719	ATXN7L3B	552889	ATXN7L3B
ENSG00000180881	CAPS2	84698	CAPS2
ENSG00000180481	GLIPR1L2	144321	GLIPR1L2
ENSG00000139278	GLIPR1	11010	GLIPR1
ENSG00000257497	RP11-585P4.5		RP11-585P4.5
ENSG00000111615	KRR1	11103	KRR1
ENSG00000139289	PHLDA1	22822	PHLDA1
ENSG00000187109	NAP1L1	4673	NAP1L1
ENSG00000179941	BBS10	79738	BBS10
ENSG00000091039	OSBPL8	114882	OSBPL8
ENSG00000186908	ZDHHC17	23390	ZDHHC17
ENSG00000175183	CSRP2	1466	CSRP2
ENSG00000067798	NAV3	89795	NAV3
ENSG00000067715	SYT1	6857	SYT1
ENSG00000257894	RP1-78O14.1		RP1-78O14.1
ENSG00000177425	PAWR	5074	PAWR
ENSG00000058272	PPP1R12A	4659	PPP1R12A
ENSG00000230291	RP11-244J10.1		RP11-244J10.1
ENSG00000111052	LIN7A	8825	LIN7A
ENSG00000111058	ACSS3	79611	ACSS3
ENSG00000133773	CCDC59	29080	CCDC59
ENSG00000127720	METTL25	84190	METTL25
ENSG00000257875	RP11-263K4.1		RP11-263K4.1
ENSG00000179104	TMTC2	160335	TMTC2
ENSG00000231738	TSPAN19	144448	TSPAN19
ENSG00000133636	NTS	4922	NTS
ENSG00000165805	C12orf50	160419	C12orf50
ENSG00000133641	C12orf29	91298	C12orf29
ENSG00000198707	CEP290	80184	CEP290
ENSG00000139324	TMTC3	160418	TMTC3
ENSG00000049130	KITLG	4254	KITLG
ENSG00000139318	DUSP6	1848	DUSP6
ENSG00000139323	POC1B	282809	POC1B
ENSG00000257594	GALNT4	8693	GALNT4
ENSG00000259075	POC1B-GALNT4	100528030	POC1B-GALNT4
ENSG00000270344	RP11-734K2.4		RP11-734K2.4
ENSG00000070961	ATP2B1	490	ATP2B1
ENSG00000139329	LUM	4060	LUM
ENSG00000011465	DCN	1634	DCN
ENSG00000133639	BTG1	694	BTG1
ENSG00000102189	EEA1	8411	EEA1
ENSG00000173598	NUDT4	11163	NUDT4
ENSG00000177889	UBE2N	7334	UBE2N
ENSG00000198015	MRPL42	28977	MRPL42
ENSG00000246985	SOCS2-AS1	144481	SOCS2-AS1
ENSG00000120833	SOCS2	8835	SOCS2
ENSG00000169372	CRADD	8738	CRADD
ENSG00000258274	RP11-887P2.5		RP11-887P2.5
ENSG00000264978	RN7SL630P		RN7SL630P
ENSG00000136040	PLXNC1	10154	PLXNC1
ENSG00000173588	CEP83	51134	CEP83
ENSG00000057704	TMCC3	57458	TMCC3
ENSG00000277302	MIR7844	102465834	MIR7844
ENSG00000184752	NDUFA12	55967	NDUFA12
ENSG00000120798	NR2C1	7181	NR2C1
ENSG00000180263	FGD6	55785	FGD6
ENSG00000028203	VEZT	55591	VEZT
ENSG00000111142	METAP2	10988	METAP2
ENSG00000074527	NTN4	59277	NTN4
ENSG00000139343	SNRPF	6636	SNRPF
ENSG00000111144	LTA4H	4048	LTA4H
ENSG00000111145	ELK3	2004	ELK3
ENSG00000059758	CDK17	5128	CDK17
ENSG00000257169	RP11-117N2.2		RP11-117N2.2
ENSG00000188596	CFAP54	144535	CFAP54
ENSG00000120802	TMPO	7112	TMPO
ENSG00000075415	SLC25A3	5250	SLC25A3
ENSG00000120868	APAF1	317	APAF1
ENSG00000185046	ANKS1B	56899	ANKS1B
ENSG00000111647	UHRF1BP1L	23074	UHRF1BP1L
ENSG00000280088	RP11-135F9.3		RP11-135F9.3
ENSG00000238105	GOLGA2P5	55592	GOLGA2P5
ENSG00000257489	RP11-175P13.3		RP11-175P13.3
ENSG00000075089	ACTR6	64431	ACTR6
ENSG00000136021	SCYL2	55681	SCYL2
ENSG00000179520	SLC17A8	246213	SLC17A8
ENSG00000012504	NR1H4	9971	NR1H4
ENSG00000271177	RP11-575G13.3		RP11-575G13.3
ENSG00000139354	GAS2L3	283431	GAS2L3
ENSG00000120800	UTP20	27340	UTP20
ENSG00000120805	ARL1	400	ARL1
ENSG00000111666	CHPT1	56994	CHPT1
ENSG00000199933	RNY1P16		RNY1P16
ENSG00000139351	SYCP3	50511	SYCP3
ENSG00000111670	GNPTAB	79158	GNPTAB
ENSG00000136048	DRAM1	55332	DRAM1
ENSG00000120860	CCDC53	51019	CCDC53
ENSG00000075188	NUP37	79023	NUP37
ENSG00000281344	HELLPAR	101101692	HELLPAR
ENSG00000017427	IGF1	3479	IGF1
ENSG00000111696	NT5DC3	51559	NT5DC3
ENSG00000166598	HSP90B1	7184	HSP90B1
ENSG00000139372	TDG	6996	TDG
ENSG00000215976	AC078819.1		AC078819.1
ENSG00000111727	HCFC2	29915	HCFC2
ENSG00000120837	NFYB	4801	NFYB
ENSG00000198431	TXNRD1	7296	TXNRD1
ENSG00000171310	CHST11	50515	CHST11
ENSG00000279176	RP11-43D4.3		RP11-43D4.3
ENSG00000136052	SLC41A2	84102	SLC41A2
ENSG00000151131	C12orf45	121053	C12orf45
ENSG00000136051	KIAA1033	23325	KIAA1033
ENSG00000136044	APPL2	55198	APPL2
ENSG00000235162	C12orf75	387882	C12orf75
ENSG00000074590	NUAK1	9891	NUAK1
ENSG00000257438	RP11-114F10.3		RP11-114F10.3
ENSG00000136026	CKAP4	10970	CKAP4
ENSG00000166046	TCP11L2	255394	TCP11L2
ENSG00000013503	POLR3B	55703	POLR3B
ENSG00000111785	RIC8B	55188	RIC8B
ENSG00000151135	TMEM263	90488	TMEM263
ENSG00000120832	MTERF2	80298	MTERF2
ENSG00000008405	CRY1	1407	CRY1
ENSG00000136045	PWP1	11137	PWP1
ENSG00000110851	PRDM4	11108	PRDM4
ENSG00000174600	CMKLR1	1240	CMKLR1
ENSG00000075856	SART3	9733	SART3
ENSG00000136003	ISCU	23479	ISCU
ENSG00000183160	TMEM119	338773	TMEM119
ENSG00000110880	CORO1C	23603	CORO1C
ENSG00000084112	SSH1	54434	SSH1
ENSG00000274598	RP11-423G4.10		RP11-423G4.10
ENSG00000135093	USP30	84749	USP30
ENSG00000076248	UNG	7374	UNG
ENSG00000076555	ACACB	32	ACACB
ENSG00000110906	KCTD10	83892	KCTD10
ENSG00000151148	UBE3B	89910	UBE3B
ENSG00000139428	MMAB	326625	MMAB
ENSG00000200794	RN7SKP250		RN7SKP250
ENSG00000139433	GLTP	51228	GLTP
ENSG00000139437	TCHP	84260	TCHP
ENSG00000139436	GIT2	9815	GIT2
ENSG00000076513	ANKRD13A	88455	ANKRD13A
ENSG00000174456	C12orf76	400073	C12orf76
ENSG00000122970	IFT81	28981	IFT81
ENSG00000174437	ATP2A2	488	ATP2A2
ENSG00000196510	ANAPC7	51434	ANAPC7
ENSG00000111229	ARPC3	10094	ARPC3
ENSG00000204856	FAM216A	29902	FAM216A
ENSG00000111237	VPS29	51699	VPS29
ENSG00000196850	PPTC7	160760	PPTC7
ENSG00000204852	TCTN1	79600	TCTN1
ENSG00000263537	RN7SL387P		RN7SL387P
ENSG00000186298	PPP1CC	5501	PPP1CC
ENSG00000111252	SH2B3	10019	SH2B3
ENSG00000204842	ATXN2	6311	ATXN2
ENSG00000266269	AC002395.1		AC002395.1
ENSG00000089234	BRAP	8315	BRAP
ENSG00000111271	ACAD10	80724	ACAD10
ENSG00000111275	ALDH2	217	ALDH2
ENSG00000234608	MAPKAPK5-AS1	51275	MAPKAPK5-AS1
ENSG00000089022	MAPKAPK5	8550	MAPKAPK5
ENSG00000198270	TMEM116	89894	TMEM116
ENSG00000089248	ERP29	10961	ERP29
ENSG00000111300	NAA25	80018	NAA25
ENSG00000258323	RP1-267L14.3		RP1-267L14.3
ENSG00000135148	TRAFD1	10906	TRAFD1
ENSG00000173064	HECTD4	283450	HECTD4
ENSG00000201428	RN7SKP71		RN7SKP71
ENSG00000089009	RPL6	6128	RPL6
ENSG00000179295	PTPN11	5781	PTPN11
ENSG00000089169	RPH3A	22895	RPH3A
ENSG00000089127	OAS1	4938	OAS1
ENSG00000257452	RP1-71H24.1		RP1-71H24.1
ENSG00000111331	OAS3	4940	OAS3
ENSG00000111335	OAS2	4939	OAS2
ENSG00000123064	DDX54	79039	DDX54
ENSG00000186815	TPCN1	53373	TPCN1
ENSG00000089060	SLC8B1	80024	SLC8B1
ENSG00000151176	PLBD2	196463	PLBD2
ENSG00000122965	RBM19	9904	RBM19
ENSG00000135111	TBX3	6926	TBX3
ENSG00000276308	RP11-116D17.4		RP11-116D17.4
ENSG00000123066	MED13L	23389	MED13L
ENSG00000275898	RP11-497G19.7		RP11-497G19.7
ENSG00000111412	C12orf49	79794	C12orf49
ENSG00000135119	RNFT2	84900	RNFT2
ENSG00000174989	FBXW8	26259	FBXW8
ENSG00000135108	FBXO21	23014	FBXO21
ENSG00000089250	NOS1	4842	NOS1
ENSG00000176871	WSB2	55884	WSB2
ENSG00000176834	VSIG10	54621	VSIG10
ENSG00000089220	PEBP1	5037	PEBP1
ENSG00000135090	TAOK3	51347	TAOK3
ENSG00000221280	AC026366.1		AC026366.1
ENSG00000111707	SUDS3	64426	SUDS3
ENSG00000139767	SRRM4	84530	SRRM4
ENSG00000152137	HSPB8	26353	HSPB8
ENSG00000213144	RP11-64B16.2		RP11-64B16.2
ENSG00000183273	CCDC60	160777	CCDC60
ENSG00000111725	PRKAB1	5564	PRKAB1
ENSG00000122966	CIT	11113	CIT
ENSG00000279777	AC004813.1		AC004813.1
ENSG00000135127	CCDC64	92558	CCDC64
ENSG00000111737	RAB35	11021	RAB35
ENSG00000089154	GCN1		GCN1
ENSG00000263913	AC004812.1		AC004812.1
ENSG00000089157	RPLP0	6175	RPLP0
ENSG00000255857	PXN-AS1	100506649	PXN-AS1
ENSG00000089159	PXN	5829	PXN
ENSG00000202538	RNU4-2	26834	RNU4-2
ENSG00000200795	RNU4-1	26835	RNU4-1
ENSG00000111775	COX6A1	1337	COX6A1
ENSG00000170855	TRIAP1	51499	TRIAP1
ENSG00000257218	GATC	283459	GATC
ENSG00000111786	SRSF9	8683	SRSF9
ENSG00000088986	DYNLL1	8655	DYNLL1
ENSG00000110871	COQ5	84274	COQ5
ENSG00000022840	RNF10	9921	RNF10
ENSG00000167272	POP5	51367	POP5
ENSG00000110917	MLEC	9761	MLEC
ENSG00000256364	RP11-173P15.3		RP11-173P15.3
ENSG00000175970	UNC119B	84747	UNC119B
ENSG00000122971	ACADS	35	ACADS
ENSG00000157837	SPPL3	121665	SPPL3
ENSG00000241388	HNF1A-AS1	283460	HNF1A-AS1
ENSG00000135100	HNF1A	6927	HNF1A
ENSG00000157895	C12orf43	64897	C12orf43
ENSG00000135124	P2RX4	5025	P2RX4
ENSG00000110931	CAMKK2	10645	CAMKK2
ENSG00000089053	ANAPC5	51433	ANAPC5
ENSG00000170633	RNF34	80196	RNF34
ENSG00000089094	KDM2B	84678	KDM2B
ENSG00000139714	MORN3	283385	MORN3
ENSG00000188735	TMEM120B	144404	TMEM120B
ENSG00000212694	LINC01089	338799	LINC01089
ENSG00000272849	RP11-347I19.8		RP11-347I19.8
ENSG00000139718	SETD1B	23067	SETD1B
ENSG00000110801	PSMD9	5715	PSMD9
ENSG00000158023	WDR66	144406	WDR66
ENSG00000110987	BCL7A	605	BCL7A
ENSG00000256546	AC156455.1		AC156455.1
ENSG00000175727	MLXIP	22877	MLXIP
ENSG00000184047	DIABLO	56616	DIABLO
ENSG00000139719	VPS33A	65082	VPS33A
ENSG00000130779	CLIP1	6249	CLIP1
ENSG00000033030	ZCCHC8	55596	ZCCHC8
ENSG00000111011	RSRC2	65117	RSRC2
ENSG00000184445	KNTC1	9735	KNTC1
ENSG00000139726	DENR	8562	DENR
ENSG00000130787	HIP1R	9026	HIP1R
ENSG00000139722	VPS37B	79720	VPS37B
ENSG00000280138	RP11-463O12.5		RP11-463O12.5
ENSG00000150967	ABCB9	23457	ABCB9
ENSG00000182196	ARL6IP4	51329	ARL6IP4
ENSG00000090975	PITPNM2	57605	PITPNM2
ENSG00000280381	RP11-197N18.8		RP11-197N18.8
ENSG00000051825	MPHOSPH9	10198	MPHOSPH9
ENSG00000130921	C12orf65	91574	C12orf65
ENSG00000235423	RP11-282O18.3		RP11-282O18.3
ENSG00000111328	CDK2AP1	8099	CDK2AP1
ENSG00000139697	SBNO1	55206	SBNO1
ENSG00000183955	SETD8	387893	SETD8
ENSG00000150977	RILPL2	196383	RILPL2
ENSG00000184209	SNRNP35	11066	SNRNP35
ENSG00000188026	RILPL1	353116	RILPL1
ENSG00000247373	RP11-486O12.2		RP11-486O12.2
ENSG00000086598	TMED2	10959	TMED2
ENSG00000111364	DDX55	57696	DDX55
ENSG00000111361	EIF2B1	1967	EIF2B1
ENSG00000111358	GTF2H3	2967	GTF2H3
ENSG00000168778	TCTN2	79867	TCTN2
ENSG00000185344	ATP6V0A2	23545	ATP6V0A2
ENSG00000119242	CCDC92	80212	CCDC92
ENSG00000270048	RP11-214K3.22		RP11-214K3.22
ENSG00000270061	RP11-214K3.19		RP11-214K3.19
ENSG00000179195	ZNF664	144348	ZNF664
ENSG00000196498	NCOR2	9612	NCOR2
ENSG00000073060	SCARB1	949	SCARB1
ENSG00000150991	UBC	7316	UBC
ENSG00000184992	BRI3BP	140707	BRI3BP
ENSG00000081760	AACS	65985	AACS
ENSG00000280117	RP11-158L12.6		RP11-158L12.6
ENSG00000279462	RP11-604N13.1		RP11-604N13.1
ENSG00000249267	LINC00939	400084	LINC00939
ENSG00000256597	FLJ37505	400087	FLJ37505
ENSG00000256193	LINC00507	100862680	LINC00507
ENSG00000279180	RP11-417O18.1		RP11-417O18.1
ENSG00000139370	SLC15A4	121260	SLC15A4
ENSG00000279500	RP11-21K12.2		RP11-21K12.2
ENSG00000256906	RP11-474D1.2		RP11-474D1.2
ENSG00000111450	STX2	2054	STX2
ENSG00000132341	RAN	5901	RAN
ENSG00000111452	ADGRD1	283383	ADGRD1
ENSG00000061936	SFSWAP	6433	SFSWAP
ENSG00000177192	PUS1	80324	PUS1
ENSG00000183495	EP400	57634	EP400
ENSG00000185684	EP400NL	347918	EP400NL
ENSG00000185163	DDX51	317781	DDX51
ENSG00000112787	FBRSL1	57666	FBRSL1
ENSG00000177084	POLE	5426	POLE
ENSG00000176894	PXMP2	5827	PXMP2
ENSG00000247077	PGAM5	192111	PGAM5
ENSG00000176915	ANKLE2	23141	ANKLE2
ENSG00000090615	GOLGA3	2802	GOLGA3
ENSG00000072609	CHFR	55743	CHFR
ENSG00000278949	RP11-46H11.11		RP11-46H11.11
ENSG00000250790	RP11-46H11.3		RP11-46H11.3
ENSG00000196458	ZNF605	100289635	ZNF605
ENSG00000198393	ZNF26	7574	ZNF26
ENSG00000252269	RNU4ATAC12P		RNU4ATAC12P
ENSG00000198040	ZNF84	7637	ZNF84
ENSG00000196387	ZNF140	7699	ZNF140
ENSG00000214029	ZNF891	101060200	ZNF891
ENSG00000256223	ZNF10	7556	ZNF10
ENSG00000090612	ZNF268	10795	ZNF268
ENSG00000227879	PSPC1P1	642395	PSPC1P1
ENSG00000196199	MPHOSPH8	54737	MPHOSPH8
ENSG00000121390	PSPC1	55269	PSPC1
ENSG00000275014	RN7SL166P		RN7SL166P
ENSG00000132950	ZMYM5	9205	ZMYM5
ENSG00000121741	ZMYM2	7750	ZMYM2
ENSG00000165475	CRYL1	51084	CRYL1
ENSG00000032742	IFT88	8100	IFT88
ENSG00000132953	XPO4	64328	XPO4
ENSG00000150457	LATS2	26524	LATS2
ENSG00000180172	RPS12P23	338870	RPS12P23
ENSG00000150459	SAP18	10284	SAP18
ENSG00000173141	MRPL57	78988	MRPL57
ENSG00000180776	ZDHHC20	253832	ZDHHC20
ENSG00000236953	ZDHHC20-IT1	100874367	ZDHHC20-IT1
ENSG00000165487	MICU2	221154	MICU2
ENSG00000102678	FGF9	2254	FGF9
ENSG00000280175	AL354828.2		AL354828.2
ENSG00000232187	FTH1P7	2500	FTH1P7
ENSG00000227893	LINC00352	100874138	LINC00352
ENSG00000196593	ANKRD20A19P	400110	ANKRD20A19P
ENSG00000182957	SPATA13	221178	SPATA13
ENSG00000102699	PARP4	143	PARP4
ENSG00000151849	CENPJ	55835	CENPJ
ENSG00000232858	RPL34P27	651249	RPL34P27
ENSG00000139496	NUP58		NUP58
ENSG00000127870	RNF6	6049	RNF6
ENSG00000132964	CDK8	1024	CDK8
ENSG00000278413	uc_338		uc_338
ENSG00000237001	WASF3-AS1	100874061	WASF3-AS1
ENSG00000152484	USP12	219333	USP12
ENSG00000122026	RPL21	6144	RPL21
ENSG00000122034	GTF3A	2971	GTF3A
ENSG00000122033	MTIF3	219402	MTIF3
ENSG00000139517	LNX2	222484	LNX2
ENSG00000186184	POLR1D	51082	POLR1D
ENSG00000180389	ATP5EP2	432369	ATP5EP2
ENSG00000165556	CDX2	1045	CDX2
ENSG00000152520	PAN3	255967	PAN3
ENSG00000102755	FLT1	2321	FLT1
ENSG00000132963	POMP	51371	POMP
ENSG00000139508	SLC46A3	283537	SLC46A3
ENSG00000139514	SLC7A1	6541	SLC7A1
ENSG00000122042	UBL3	5412	UBL3
ENSG00000102781	KATNAL1	84056	KATNAL1
ENSG00000238121	LINC00426	100188949	LINC00426
ENSG00000236444	UBE2L5P	171222	UBE2L5P
ENSG00000189403	HMGB1	3146	HMGB1
ENSG00000132952	USPL1	10208	USPL1
ENSG00000275788	Metazoa_SRP		Metazoa_SRP
ENSG00000224743	TEX26-AS1	100507064	TEX26-AS1
ENSG00000120694	HSPH1	10808	HSPH1
ENSG00000278732	Metazoa_SRP		Metazoa_SRP
ENSG00000073910	FRY	10129	FRY
ENSG00000139597	N4BP2L1	90634	N4BP2L1
ENSG00000244754	N4BP2L2	10443	N4BP2L2
ENSG00000281026	N4BP2L2-IT2	116828	N4BP2L2-IT2
ENSG00000083642	PDS5B	23047	PDS5B
ENSG00000133121	STARD13	90627	STARD13
ENSG00000236581	STARD13-AS	100874241	STARD13-AS
ENSG00000172915	NBEA	26960	NBEA
ENSG00000133083	DCLK1	9201	DCLK1
ENSG00000133104	SPG20	23111	SPG20
ENSG00000120693	SMAD9	4093	SMAD9
ENSG00000120697	ALG5	29880	ALG5
ENSG00000120699	EXOSC8	11340	EXOSC8
ENSG00000102710	SUPT20H	55578	SUPT20H
ENSG00000202395	RN7SKP1	100873845	RN7SKP1
ENSG00000133110	POSTN	10631	POSTN
ENSG00000120686	UFM1	51569	UFM1
ENSG00000120685	PROSER1	80209	PROSER1
ENSG00000188811	NHLRC3	387921	NHLRC3
ENSG00000183722	LHFP	10186	LHFP
ENSG00000133103	COG6	57511	COG6
